196,418,triton,al120378,37999/01132,II,---,31/12/2021,01/01/2022,1,15,22.57,41,0.76,0.06,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_CMOS_DEVICE,1,0.05958333333333332
189,416,triton,al120378,37999/01132,II,---,31/12/2021,04/01/2022,4,15,6.85,41,0.17,3.71,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_CMOS_DEVICE,3,2.7145833333333336
76,552,tritonctl,al127900,32499/01951,II,---,20/01/2022,20/01/2022,0,23,13.11,5,1.00,0.00,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_CMOS_DEVICE,0,0
88,524,tritonctl,al127900,32499/01951,V,---,16/01/2022,18/01/2022,2,23,12.02,5,0.91,1.50,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_CMOS_DEVICE,2,1.4991666666666668
115,477,tritonctl,al127900,32401/38821,IV,---,13/01/2022,16/01/2022,3,23,14.53,4,1.41,2.39,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_CMOS_DEVICE,3,2.3945833333333333
81,537,atlas,al104146,38199/01905,IV,---,18/01/2022,19/01/2022,1,2,8.32,139,1.08,0.65,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_NANO_IC,1,0.6533333333333333
79,536,atlas,al104146,38199/01905,IV,---,18/01/2022,20/01/2022,2,2,0.96,9,0.58,1.96,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_NANO_IC,1,0.96
137,481,titan,al004475,36016/36503,II,---,13/01/2022,13/01/2022,0,1,13.63,65,1.35,0.00,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,0,0
131,482,titan,al004475,36016/36503,II,---,13/01/2022,14/01/2022,1,1,13.40,65,1.32,0.44,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.44166666666666665
124,483,titan,al004475,36016/36503,II,---,13/01/2022,15/01/2022,2,1,13.63,65,1.35,1.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.4320833333333333
119,484,titan,al004475,36016/36503,II,---,13/01/2022,15/01/2022,2,1,13.68,65,1.35,1.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,0,0
117,485,titan,al004475,36016/36503,II,---,13/01/2022,16/01/2022,3,1,13.65,65,1.35,2.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.43124999999999997
110,486,titan,al004475,36016/36503,II,---,13/01/2022,16/01/2022,3,1,13.67,65,1.35,2.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,0,0
95,487,titan,al004475,36016/36503,II,---,13/01/2022,17/01/2022,4,1,13.79,65,1.36,3.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.4254166666666667
91,521,titan,al004475,36016/36503,II,---,15/01/2022,18/01/2022,3,1,13.67,65,1.35,2.43,(days/wfrs/hrs/ndies/t_ratio/d_wait),P_FAB_OPERATIONS,1,0.43041666666666667
